Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
329,Josh Christopher,21.0,HOU,SG,64.0,2.0,12.3,2.4,5.1,0.465,0.3,1.4,0.236,2.1,3.8,0.55,0.497,0.7,0.9,0.75,0.3,0.8,1.1,1.1,0.5,0.2,0.9,0.9,5.8,,chrisjo01
330,Josh Giddey,20.0,OKC,PF,76.0,76.0,31.1,7.1,14.7,0.482,1.0,3.1,0.325,6.1,11.6,0.524,0.516,1.4,1.9,0.731,1.9,5.9,7.9,6.2,0.8,0.4,2.8,1.9,16.6,,giddejo01
331,Josh Green,22.0,DAL,SG,60.0,21.0,25.7,3.4,6.4,0.537,1.1,2.8,0.402,2.3,3.6,0.643,0.626,1.1,1.6,0.723,0.9,2.1,3.0,1.7,0.7,0.1,1.2,2.6,9.1,,greenjo02
332,Josh Hart,27.0,2TM,SF,76.0,52.0,32.3,3.6,6.8,0.529,0.8,2.2,0.372,2.8,4.7,0.601,0.588,1.7,2.3,0.75,1.9,5.9,7.8,3.8,1.2,0.3,1.5,2.6,9.8,,hartjo01
333,Josh Hart,27.0,POR,SF,51.0,51.0,33.4,3.6,7.1,0.504,0.7,2.2,0.304,2.9,4.9,0.594,0.551,1.7,2.3,0.731,1.9,6.3,8.2,3.9,1.1,0.2,1.5,2.6,9.5,,hartjo01
334,Josh Hart,27.0,NYK,SF,25.0,1.0,30.0,3.7,6.3,0.586,1.1,2.1,0.519,2.6,4.2,0.619,0.672,1.8,2.3,0.789,1.9,5.2,7.0,3.6,1.4,0.5,1.5,2.5,10.2,,hartjo01
335,Josh Minott,20.0,MIN,SF,15.0,0.0,6.4,1.2,2.4,0.5,0.1,0.4,0.333,1.1,2.0,0.533,0.528,0.5,0.5,1.0,0.3,1.3,1.7,0.3,0.3,0.4,0.2,0.7,3.1,,minotjo01
336,Josh Okogie,24.0,PHO,SG,72.0,26.0,18.8,2.3,5.8,0.391,0.9,2.7,0.335,1.3,3.0,0.442,0.471,1.9,2.7,0.724,1.5,2.0,3.5,1.5,0.8,0.5,0.9,1.6,7.3,,okogijo01
337,Josh Richardson,29.0,2TM,SG,65.0,10.0,23.5,3.7,8.5,0.431,1.6,4.5,0.365,2.0,4.0,0.506,0.528,1.1,1.2,0.852,0.6,2.1,2.7,2.7,1.1,0.3,1.3,1.8,10.1,,richajo01
338,Josh Richardson,29.0,NOP,SG,23.0,4.0,23.2,2.7,6.4,0.419,1.4,3.7,0.384,1.3,2.7,0.468,0.53,0.7,0.9,0.762,0.5,2.0,2.4,1.6,1.3,0.4,1.0,2.0,7.5,,richajo01
339,Josh Richardson,29.0,SAS,SG,42.0,6.0,23.7,4.2,9.7,0.436,1.8,4.9,0.357,2.5,4.7,0.518,0.527,1.3,1.4,0.883,0.7,2.1,2.8,3.3,1.0,0.3,1.5,1.7,11.5,,richajo01
340,Joshua Primo,20.0,SAS,SG,4.0,0.0,23.3,2.3,6.5,0.346,0.8,3.0,0.25,1.5,3.5,0.429,0.404,1.8,2.3,0.778,0.5,2.8,3.3,4.5,0.3,0.5,2.8,2.0,7.0,,primojo01
341,Jrue Holiday,32.0,MIL,PG,67.0,65.0,32.6,7.3,15.3,0.479,2.4,6.1,0.384,5.0,9.1,0.542,0.556,2.3,2.6,0.859,1.2,3.9,5.1,7.4,1.2,0.4,2.9,1.7,19.3,DPOY-7AS,holidjr01
342,Juan Toscano-Anderson,29.0,LAL,SF,30.0,7.0,12.2,1.1,2.2,0.5,0.1,0.7,0.2,1.0,1.5,0.63,0.53,0.4,0.5,0.733,0.5,1.6,2.0,0.8,0.3,0.2,0.6,1.5,2.7,,toscaju01
343,Juan Toscano-Anderson,29.0,UTA,SF,22.0,2.0,15.2,1.4,3.5,0.403,0.2,1.0,0.174,1.2,2.5,0.5,0.429,0.4,0.4,0.889,0.6,2.2,2.9,1.8,0.3,0.1,0.8,1.5,3.4,,toscaju01
344,Juan Toscano-Anderson,29.0,2TM,SF,52.0,9.0,13.5,1.2,2.8,0.448,0.2,0.8,0.186,1.1,1.9,0.56,0.476,0.4,0.5,0.792,0.5,1.8,2.4,1.3,0.3,0.2,0.7,1.5,3.0,,toscaju01
345,Juancho Hernangómez,27.0,TOR,PF,42.0,10.0,14.6,1.1,2.7,0.421,0.4,1.6,0.254,0.7,1.1,0.66,0.496,0.2,0.4,0.563,0.6,2.3,2.9,0.6,0.4,0.1,0.4,1.0,2.9,,hernaju01
346,Julian Champagnie,21.0,SAS,SF,15.0,3.0,20.9,3.9,8.5,0.461,2.2,5.4,0.407,1.7,3.1,0.553,0.59,0.9,1.1,0.824,0.7,3.3,4.0,0.7,0.3,0.3,0.7,1.7,11.0,,champju02
347,Julian Champagnie,21.0,PHI,SF,2.0,0.0,3.5,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,,champju02
348,Julian Champagnie,21.0,2TM,SF,17.0,3.0,18.8,3.5,7.6,0.454,1.9,4.8,0.402,1.5,2.8,0.542,0.581,0.8,1.0,0.824,0.6,2.9,3.5,0.6,0.4,0.3,0.6,1.5,9.7,,champju02
349,Julius Randle,28.0,NYK,PF,77.0,77.0,35.5,8.5,18.6,0.459,2.8,8.3,0.343,5.7,10.3,0.553,0.536,5.2,6.9,0.757,1.8,8.1,10.0,4.1,0.6,0.3,2.8,3.0,25.1,CPOY-14ASNBA3,randlju01
350,Justin Champagnie,21.0,BOS,SF,2.0,0.0,11.5,1.0,6.0,0.167,0.5,2.5,0.2,0.5,3.5,0.143,0.208,0.0,0.0,,1.0,1.0,2.0,1.5,0.5,0.0,0.0,0.5,2.5,,champju01
351,Justin Champagnie,21.0,TOR,SF,3.0,0.0,3.7,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,,0.3,1.0,1.3,0.3,0.0,0.0,0.0,0.3,2.0,,champju01
352,Justin Champagnie,21.0,2TM,SF,5.0,0.0,6.8,1.0,3.0,0.333,0.2,1.0,0.2,0.8,2.0,0.4,0.367,0.0,0.0,,0.6,1.0,1.6,0.8,0.2,0.0,0.0,0.4,2.2,,champju01
353,Justin Holiday,33.0,DAL,SF,18.0,2.0,16.4,1.6,4.4,0.367,0.9,3.1,0.286,0.7,1.3,0.565,0.468,0.3,0.4,0.625,0.2,1.6,1.8,0.9,0.8,0.5,0.6,1.7,4.4,,holidju01
354,Justin Holiday,33.0,2TM,SF,46.0,2.0,15.3,1.7,4.4,0.377,1.0,3.1,0.322,0.7,1.3,0.508,0.49,0.1,0.2,0.625,0.1,1.1,1.2,0.9,0.4,0.4,0.5,1.5,4.5,,holidju01
355,Justin Holiday,33.0,ATL,SF,28.0,0.0,14.7,1.7,4.5,0.384,1.1,3.1,0.345,0.6,1.4,0.474,0.504,0.0,0.0,,0.1,0.8,0.8,0.9,0.2,0.4,0.4,1.3,4.5,,holidju01
356,Justin Jackson,27.0,BOS,SF,23.0,0.0,4.7,0.3,1.2,0.259,0.2,0.9,0.25,0.1,0.3,0.286,0.352,0.0,0.1,0.5,0.1,0.7,0.7,0.4,0.2,0.2,0.1,0.3,0.9,,jacksju01
357,Justin Minaya,23.0,POR,SF,4.0,0.0,22.3,1.8,5.8,0.304,0.8,3.0,0.25,1.0,2.8,0.364,0.37,0.0,0.3,0.0,0.8,3.0,3.8,1.0,0.5,1.3,1.0,2.3,4.3,,minayju01
358,Justise Winslow,26.0,POR,PF,29.0,11.0,26.8,2.8,6.8,0.409,0.5,1.6,0.311,2.3,5.3,0.438,0.444,0.7,1.0,0.714,1.7,3.3,5.0,3.4,1.0,0.4,1.5,3.1,6.8,,winslju01
359,Jusuf Nurkić,28.0,POR,C,52.0,52.0,26.8,5.0,9.7,0.519,0.8,2.3,0.361,4.2,7.4,0.567,0.561,2.4,3.7,0.661,2.2,6.9,9.1,2.9,0.8,0.8,2.3,3.6,13.3,,nurkiju01
360,KJ Martin,22.0,HOU,SF,82.0,49.0,28.0,5.0,8.8,0.569,0.8,2.6,0.315,4.2,6.1,0.679,0.617,1.8,2.7,0.68,1.5,4.0,5.5,1.5,0.5,0.4,1.1,1.8,12.7,,martike04
361,KZ Okpala,23.0,SAC,PF,35.0,3.0,7.1,0.5,1.1,0.421,0.2,0.6,0.333,0.3,0.5,0.529,0.513,0.2,0.2,0.875,0.2,0.8,1.0,0.4,0.2,0.2,0.2,1.1,1.3,,okpalkz01
362,Kai Jones,22.0,CHO,C,46.0,0.0,12.0,1.5,2.6,0.558,0.1,0.4,0.211,1.4,2.2,0.624,0.575,0.4,0.6,0.731,0.8,1.9,2.7,0.3,0.4,0.7,0.7,1.4,3.4,,joneska01
363,Karl-Anthony Towns,27.0,MIN,PF,29.0,29.0,33.0,7.3,14.8,0.495,2.1,5.7,0.366,5.2,9.1,0.576,0.565,4.1,4.7,0.874,1.7,6.5,8.1,4.8,0.7,0.6,3.0,3.8,20.8,,townska01
364,Kawhi Leonard,31.0,LAC,SF,52.0,50.0,33.6,8.6,16.8,0.512,2.0,4.8,0.416,6.6,11.9,0.551,0.572,4.7,5.4,0.871,1.1,5.4,6.5,3.9,1.4,0.5,1.7,1.6,23.8,,leonaka01
365,Keegan Murray,22.0,SAC,SF,80.0,78.0,29.8,4.4,9.8,0.453,2.6,6.3,0.411,1.9,3.5,0.527,0.584,0.8,1.0,0.765,1.1,3.5,4.6,1.2,0.8,0.5,0.8,2.0,12.2,ROY-5,murrake02
366,Keita Bates-Diop,27.0,SAS,PF,67.0,42.0,21.7,3.5,6.9,0.508,0.8,2.1,0.394,2.7,4.8,0.557,0.568,1.8,2.2,0.793,1.0,2.7,3.7,1.5,0.7,0.3,0.8,0.9,9.7,,bateske01
367,Keldon Johnson,23.0,SAS,SF,63.0,63.0,32.7,8.0,17.7,0.452,2.1,6.5,0.329,5.9,11.2,0.523,0.512,3.9,5.2,0.749,0.9,4.2,5.0,2.9,0.7,0.2,2.1,2.0,22.0,,johnske04
368,Kelly Olynyk,31.0,UTA,C,68.0,68.0,28.6,4.1,8.2,0.499,1.4,3.5,0.394,2.7,4.7,0.576,0.583,2.9,3.4,0.853,1.2,5.0,6.2,3.7,0.9,0.5,2.5,3.4,12.5,,olynyke01
369,Kelly Oubre Jr.,27.0,CHO,SF,48.0,40.0,32.3,7.4,17.1,0.431,2.3,7.1,0.319,5.1,10.0,0.51,0.497,3.3,4.3,0.76,1.4,3.8,5.2,1.1,1.4,0.4,1.3,2.9,20.3,,oubreke01
370,Kemba Walker,32.0,DAL,PG,9.0,1.0,16.0,2.7,6.3,0.421,0.8,3.1,0.25,1.9,3.2,0.586,0.482,1.9,2.3,0.81,0.3,1.4,1.8,2.1,0.2,0.2,0.4,1.2,8.0,,walkeke02
371,Kendall Brown,19.0,IND,SG,6.0,0.0,6.7,0.7,1.2,0.571,0.0,0.2,0.0,0.7,1.0,0.667,0.571,0.2,0.3,0.5,0.3,0.7,1.0,0.5,0.7,0.0,0.3,1.5,1.5,,brownke03
372,Kendrick Nunn,27.0,WAS,SG,31.0,0.0,14.1,2.9,6.4,0.447,1.2,3.1,0.392,1.6,3.3,0.5,0.543,0.6,0.6,0.9,0.3,1.4,1.7,1.8,0.5,0.1,1.1,1.0,7.5,,nunnke01
373,Kendrick Nunn,27.0,2TM,SG,70.0,2.0,13.8,2.7,6.4,0.424,1.1,3.2,0.354,1.6,3.2,0.493,0.512,0.5,0.6,0.854,0.2,1.3,1.6,1.3,0.4,0.1,0.9,0.9,7.1,,nunnke01
374,Kendrick Nunn,27.0,LAL,SG,39.0,2.0,13.5,2.6,6.4,0.406,1.1,3.2,0.325,1.6,3.2,0.488,0.488,0.4,0.5,0.81,0.1,1.3,1.4,0.9,0.3,0.1,0.8,0.9,6.7,,nunnke01
375,Kennedy Chandler,20.0,MEM,PG,36.0,0.0,7.8,1.0,2.3,0.422,0.1,0.4,0.133,0.9,1.9,0.485,0.434,0.2,0.4,0.462,0.3,0.8,1.1,1.6,0.3,0.1,0.5,0.4,2.2,,chandke01
376,Kenneth Lofton Jr.,20.0,MEM,PF,24.0,1.0,7.3,2.0,3.9,0.527,0.3,0.7,0.353,1.8,3.2,0.566,0.559,0.7,1.1,0.593,0.8,1.3,2.1,0.8,0.2,0.1,0.5,1.2,5.0,,loftoke01
377,Kenrich Williams,28.0,OKC,PF,53.0,10.0,22.8,3.4,6.5,0.517,0.9,2.5,0.373,2.4,4.0,0.608,0.59,0.3,0.7,0.436,1.8,3.1,4.9,2.0,0.8,0.3,0.6,2.1,8.0,,willike04
378,Kentavious Caldwell-Pope,29.0,DEN,SG,76.0,76.0,31.3,3.8,8.3,0.462,1.8,4.2,0.423,2.1,4.1,0.502,0.569,1.4,1.6,0.824,0.5,2.3,2.7,2.4,1.5,0.5,1.1,1.9,10.8,,caldwke01
379,Keon Ellis,23.0,SAC,SG,16.0,0.0,4.4,0.4,1.0,0.438,0.4,0.8,0.5,0.1,0.3,0.25,0.625,0.3,0.4,0.571,0.3,0.3,0.5,0.4,0.3,0.1,0.1,0.6,1.5,,elliske01
380,Keon Johnson,20.0,POR,SG,40.0,0.0,10.4,1.7,4.5,0.376,0.7,2.0,0.346,1.0,2.4,0.402,0.455,0.7,1.0,0.659,0.3,0.8,1.1,1.5,0.5,0.2,1.1,1.1,4.7,,johnske07
381,Kessler Edwards,22.0,SAC,SF,22.0,3.0,13.9,1.4,3.1,0.435,0.7,2.0,0.349,0.7,1.2,0.577,0.543,0.5,0.6,0.769,0.8,1.4,2.1,1.0,0.5,0.2,0.4,1.7,3.9,,edwarke02
382,Kessler Edwards,22.0,BRK,SF,14.0,1.0,5.6,0.4,1.7,0.25,0.1,0.9,0.167,0.3,0.9,0.333,0.292,0.1,0.1,0.5,0.4,0.6,1.0,0.1,0.2,0.1,0.3,0.2,1.1,,edwarke02
383,Kessler Edwards,22.0,2TM,SF,36.0,4.0,10.7,1.0,2.6,0.387,0.5,1.5,0.309,0.5,1.1,0.5,0.478,0.3,0.4,0.733,0.6,1.1,1.7,0.6,0.4,0.2,0.4,1.1,2.8,,edwarke02
384,Kevin Durant,34.0,2TM,PF,47.0,47.0,35.6,10.3,18.3,0.56,2.0,4.9,0.404,8.3,13.4,0.617,0.614,6.5,7.1,0.919,0.4,6.3,6.7,5.0,0.7,1.4,3.3,2.1,29.1,AS,duranke01
385,Kevin Durant,34.0,BRK,PF,39.0,39.0,36.0,10.5,18.8,0.559,1.8,4.8,0.376,8.7,14.0,0.622,0.607,6.8,7.3,0.934,0.4,6.4,6.7,5.3,0.8,1.5,3.5,2.4,29.7,,duranke01
386,Kevin Durant,34.0,PHO,PF,8.0,8.0,33.6,9.1,16.0,0.57,2.8,5.1,0.537,6.4,10.9,0.586,0.656,5.0,6.0,0.833,0.4,6.0,6.4,3.5,0.3,1.3,2.5,0.9,26.0,,duranke01
387,Kevin Huerter,24.0,SAC,SG,75.0,75.0,29.4,5.6,11.5,0.485,2.7,6.8,0.402,2.9,4.7,0.604,0.603,1.3,1.7,0.725,0.6,2.8,3.3,2.9,1.1,0.3,1.3,2.4,15.2,,huertke01
388,Kevin Knox,23.0,POR,PF,21.0,4.0,17.1,3.2,7.3,0.444,1.0,3.3,0.314,2.2,4.0,0.554,0.516,1.0,1.3,0.741,0.7,2.6,3.3,0.9,0.5,0.0,0.9,1.0,8.5,,knoxke01
389,Kevin Knox,23.0,DET,SF,42.0,1.0,14.1,2.0,4.3,0.469,1.0,2.8,0.371,1.0,1.5,0.651,0.589,0.6,0.8,0.788,0.5,2.1,2.6,0.4,0.3,0.3,0.8,1.8,5.6,,knoxke01
390,Kevin Knox,23.0,2TM,SF,63.0,5.0,15.1,2.4,5.3,0.458,1.0,3.0,0.349,1.4,2.3,0.596,0.556,0.7,1.0,0.767,0.5,2.3,2.8,0.5,0.4,0.2,0.8,1.5,6.6,,knoxke01
391,Kevin Love,34.0,CLE,PF,41.0,3.0,20.0,2.7,7.0,0.389,1.7,4.8,0.354,1.0,2.2,0.467,0.511,1.4,1.5,0.889,1.0,5.8,6.8,1.9,0.2,0.2,1.1,1.6,8.5,,loveke01
392,Kevin Love,34.0,MIA,PF,21.0,17.0,20.0,2.6,6.6,0.388,1.4,4.8,0.297,1.1,1.8,0.632,0.496,1.1,1.3,0.857,0.8,4.9,5.7,1.9,0.4,0.2,1.1,1.5,7.7,,loveke01
393,Kevin Love,34.0,2TM,PF,62.0,20.0,20.0,2.7,6.8,0.389,1.6,4.8,0.334,1.1,2.1,0.516,0.506,1.3,1.5,0.879,1.0,5.5,6.4,1.9,0.3,0.2,1.1,1.6,8.2,,loveke01
394,Kevin Porter Jr.,22.0,HOU,PG,59.0,59.0,34.3,6.6,15.0,0.442,2.4,6.5,0.366,4.2,8.5,0.501,0.522,3.5,4.5,0.784,1.3,4.0,5.3,5.7,1.4,0.3,3.2,2.6,19.2,,porteke02
395,Kevon Harris,25.0,ORL,SG,34.0,0.0,13.4,1.4,3.1,0.439,0.5,1.3,0.372,0.9,1.9,0.484,0.514,0.9,1.2,0.756,0.8,1.2,2.1,0.5,0.5,0.1,0.6,1.6,4.1,,harrike01
396,Kevon Looney,26.0,GSW,C,82.0,70.0,23.9,3.0,4.7,0.63,0.0,0.0,0.0,3.0,4.7,0.632,0.63,1.1,1.9,0.606,3.3,5.9,9.3,2.5,0.6,0.6,0.5,2.7,7.0,,looneke01
397,Khem Birch,30.0,TOR,C,20.0,0.0,8.1,1.0,1.6,0.594,0.1,0.1,0.5,0.9,1.5,0.6,0.609,0.2,0.3,0.8,0.4,0.9,1.3,0.4,0.3,0.3,0.4,1.2,2.2,,birchkh01
398,Khris Middleton,31.0,MIL,SF,33.0,19.0,24.3,5.4,12.3,0.436,1.5,4.9,0.315,3.8,7.4,0.516,0.499,2.8,3.1,0.902,0.8,3.4,4.2,4.9,0.7,0.2,2.2,2.1,15.1,,middlkh01
399,Killian Hayes,21.0,DET,PG,76.0,56.0,28.3,4.0,10.7,0.377,1.1,3.8,0.28,3.0,7.0,0.429,0.426,1.2,1.5,0.821,0.4,2.5,2.9,6.2,1.4,0.4,2.3,2.9,10.3,,hayeski01
400,Kira Lewis Jr.,21.0,NOP,PG,25.0,0.0,9.4,1.6,3.5,0.455,0.6,1.4,0.441,1.0,2.2,0.463,0.54,0.8,0.9,0.864,0.2,1.1,1.3,0.9,0.4,0.1,0.4,1.0,4.6,,lewiski01
401,Klay Thompson,32.0,GSW,SF,69.0,69.0,33.0,7.9,18.1,0.436,4.4,10.6,0.412,3.6,7.6,0.47,0.556,1.7,1.9,0.879,0.6,3.6,4.1,2.4,0.7,0.4,1.8,1.9,21.9,,thompkl01
402,Kobi Simmons,25.0,CHO,SG,5.0,0.0,5.6,0.2,1.2,0.167,0.2,1.0,0.2,0.0,0.2,0.0,0.25,0.4,0.4,1.0,0.2,0.6,0.8,1.0,0.0,0.4,0.2,0.0,1.0,,simmoko01
403,Kris Dunn,28.0,UTA,PG,22.0,3.0,25.8,5.3,9.8,0.537,0.8,1.6,0.472,4.5,8.2,0.55,0.576,1.9,2.4,0.774,0.4,4.1,4.5,5.6,1.1,0.5,1.6,2.6,13.2,,dunnkr01
404,Kristaps Porziņģis,27.0,WAS,C,65.0,65.0,32.6,7.8,15.7,0.498,2.1,5.5,0.385,5.7,10.2,0.559,0.565,5.4,6.4,0.851,1.8,6.6,8.4,2.7,0.9,1.5,2.1,3.0,23.2,,porzikr01
405,Kyle Anderson,29.0,MIN,PF,69.0,46.0,28.4,3.7,7.2,0.509,0.6,1.5,0.41,3.0,5.7,0.536,0.553,1.4,2.0,0.735,1.0,4.4,5.3,4.9,1.1,0.9,1.5,2.1,9.4,,anderky01
406,Kyle Kuzma,27.0,WAS,PF,64.0,64.0,35.0,8.0,17.8,0.448,2.5,7.5,0.333,5.5,10.3,0.533,0.518,2.7,3.7,0.73,0.9,6.4,7.2,3.7,0.6,0.5,3.0,2.3,21.2,,kuzmaky01
407,Kyle Lowry,36.0,MIA,PG,55.0,44.0,31.2,3.6,8.8,0.404,1.9,5.6,0.345,1.6,3.2,0.509,0.514,2.1,2.5,0.859,0.8,3.3,4.1,5.1,1.0,0.4,1.9,2.6,11.2,,lowryky01
408,Kyrie Irving,30.0,BRK,PG,40.0,40.0,37.0,10.0,20.5,0.486,3.3,8.7,0.374,6.7,11.8,0.569,0.565,4.0,4.5,0.883,1.0,4.2,5.1,5.3,1.0,0.8,2.3,2.7,27.1,,irvinky01
409,Kyrie Irving,30.0,DAL,SG,20.0,20.0,38.2,9.8,19.2,0.51,2.9,7.4,0.392,6.9,11.8,0.585,0.586,4.5,4.7,0.947,1.1,4.0,5.0,6.0,1.3,0.6,1.9,2.8,27.0,,irvinky01
410,Kyrie Irving,30.0,2TM,SG,60.0,60.0,37.4,9.9,20.1,0.494,3.1,8.3,0.379,6.8,11.8,0.574,0.572,4.1,4.6,0.905,1.0,4.1,5.1,5.5,1.1,0.8,2.1,2.8,27.1,CPOY-12AS,irvinky01
411,LaMelo Ball,21.0,CHO,PG,36.0,36.0,35.2,8.2,20.0,0.411,4.0,10.6,0.376,4.2,9.4,0.45,0.51,2.8,3.4,0.836,1.2,5.3,6.4,8.4,1.3,0.3,3.6,3.3,23.3,,ballla01
412,Lamar Stevens,25.0,CLE,SF,62.0,25.0,18.1,2.1,4.6,0.448,0.5,1.5,0.316,1.6,3.1,0.513,0.5,0.6,0.9,0.702,0.8,2.6,3.3,0.5,0.4,0.3,0.4,1.3,5.3,,stevela01
413,Landry Shamet,25.0,PHO,SG,40.0,9.0,20.2,2.8,7.5,0.377,1.9,5.0,0.377,1.0,2.5,0.376,0.502,1.1,1.3,0.882,0.3,1.4,1.7,2.3,0.7,0.1,0.9,1.5,8.7,,shamela01
414,Larry Nance Jr.,30.0,NOP,C,65.0,1.0,21.2,2.9,4.7,0.61,0.2,0.6,0.333,2.6,4.0,0.654,0.633,0.8,1.2,0.696,1.6,3.8,5.4,1.8,0.9,0.6,0.6,2.0,6.8,,nancela02
415,Lauri Markkanen,25.0,UTA,PF,66.0,66.0,34.4,8.7,17.3,0.499,3.0,7.7,0.391,5.6,9.6,0.585,0.586,5.3,6.0,0.875,2.0,6.7,8.6,1.9,0.6,0.6,1.9,2.1,25.6,MIP-1AS,markkla01
416,LeBron James,38.0,LAL,PF,55.0,54.0,35.5,11.1,22.2,0.5,2.2,6.9,0.321,8.9,15.3,0.58,0.549,4.6,5.9,0.768,1.2,7.1,8.3,6.8,0.9,0.6,3.2,1.6,28.9,ASNBA3,jamesle01
417,League Average,,,,,,,,,0.475,,,0.361,,,0.548,0.545,,,0.782,,,,,,,,,,,-9999
418,Leandro Bolmaro,22.0,UTA,SF,14.0,0.0,4.9,0.2,1.4,0.15,0.0,0.3,0.0,0.2,1.1,0.188,0.15,0.0,0.0,,0.3,0.2,0.5,0.5,0.2,0.1,0.5,0.7,0.4,,bolmale01
419,Lester Quiñones,22.0,GSW,SG,4.0,0.0,4.5,0.5,1.3,0.4,0.5,1.0,0.5,0.0,0.3,0.0,0.6,1.0,1.5,0.667,0.3,0.5,0.8,0.5,0.3,0.0,1.3,0.0,2.5,,quinole01
420,Lindell Wigginton,24.0,MIL,PG,7.0,1.0,12.4,2.6,5.3,0.486,0.9,2.6,0.333,1.7,2.7,0.632,0.568,1.1,1.3,0.889,0.0,1.0,1.0,2.0,0.0,0.3,1.7,1.0,7.1,,wiggili01
421,Lindy Waters III,25.0,OKC,SG,41.0,0.0,13.0,1.7,4.3,0.393,1.4,4.0,0.358,0.3,0.4,0.75,0.556,0.4,0.5,0.8,0.4,1.4,1.8,0.7,0.3,0.3,0.2,1.0,5.2,,waterli01
422,Lonnie Walker IV,24.0,LAL,SG,56.0,32.0,23.2,4.2,9.4,0.448,1.6,4.4,0.365,2.6,5.0,0.522,0.534,1.6,1.9,0.858,0.3,1.7,1.9,1.1,0.5,0.3,0.8,1.3,11.7,,walkelo01
423,Louis King,23.0,PHI,PF,1.0,0.0,29.0,8.0,13.0,0.615,4.0,8.0,0.5,4.0,5.0,0.8,0.769,0.0,1.0,0.0,2.0,2.0,4.0,2.0,1.0,0.0,2.0,4.0,20.0,,kinglo02
424,Luguentz Dort,23.0,OKC,SF,74.0,73.0,30.7,4.6,11.8,0.388,1.8,5.5,0.33,2.8,6.3,0.44,0.466,2.7,3.5,0.772,1.7,2.9,4.6,2.1,1.0,0.3,1.2,3.3,13.7,,dortlu01
425,Luka Dončić,23.0,DAL,PG,66.0,66.0,36.2,10.9,22.0,0.496,2.8,8.2,0.342,8.1,13.8,0.588,0.56,7.8,10.5,0.742,0.8,7.8,8.6,8.0,1.4,0.5,3.6,2.5,32.4,MVP-8CPOY-8ASNBA1,doncilu01
426,Luka Garza,24.0,MIN,C,28.0,0.0,8.7,2.3,4.1,0.543,0.5,1.4,0.359,1.8,2.8,0.636,0.603,1.5,1.9,0.788,1.2,1.1,2.3,0.6,0.1,0.1,0.5,1.5,6.5,,garzalu01
427,Luka Šamanić,23.0,UTA,PF,7.0,4.0,23.0,3.7,8.1,0.456,1.1,4.4,0.258,2.6,3.7,0.692,0.526,1.3,1.9,0.692,0.0,4.3,4.3,2.1,0.9,0.3,1.4,2.4,9.9,,samanlu01
428,Luke Kennard,26.0,MEM,SG,24.0,3.0,24.6,3.8,7.1,0.526,3.1,5.7,0.54,0.7,1.4,0.471,0.743,0.8,0.8,0.947,0.4,2.8,3.1,2.3,0.5,0.0,0.7,1.5,11.3,,kennalu01
429,Luke Kennard,26.0,LAC,SG,35.0,11.0,20.7,2.8,6.0,0.464,1.7,3.8,0.447,1.1,2.3,0.494,0.604,0.5,0.6,0.95,0.2,2.2,2.4,1.1,0.5,0.1,0.9,1.3,7.8,,kennalu01
430,Luke Kennard,26.0,2TM,SG,59.0,14.0,22.3,3.2,6.5,0.492,2.3,4.6,0.494,0.9,1.9,0.487,0.666,0.6,0.7,0.949,0.3,2.4,2.7,1.5,0.5,0.1,0.8,1.4,9.3,,kennalu01
431,Luke Kornet,27.0,BOS,C,69.0,0.0,11.7,1.6,2.5,0.665,0.0,0.2,0.231,1.6,2.3,0.701,0.674,0.5,0.6,0.821,1.2,1.6,2.9,0.8,0.2,0.7,0.4,1.2,3.8,,kornelu01
432,Mac McClung,24.0,PHI,SG,2.0,0.0,20.5,4.5,10.0,0.45,2.0,5.5,0.364,2.5,4.5,0.556,0.55,1.5,2.5,0.6,1.5,3.5,5.0,4.5,0.0,0.0,1.5,1.5,12.5,,mccluma01
433,Malachi Flynn,24.0,TOR,PG,53.0,2.0,13.0,1.6,4.6,0.36,0.9,2.5,0.353,0.8,2.1,0.367,0.457,0.5,0.6,0.758,0.3,1.2,1.4,1.3,0.4,0.1,0.5,1.2,4.6,,flynnma01
434,Malaki Branham,19.0,SAS,SG,66.0,32.0,23.5,4.1,9.3,0.44,1.2,3.9,0.302,2.9,5.4,0.539,0.503,0.9,1.1,0.829,0.4,2.3,2.7,1.9,0.5,0.1,1.2,1.7,10.2,,branhma01
435,Malcolm Brogdon,30.0,BOS,PG,67.0,0.0,26.0,5.3,10.9,0.484,2.0,4.4,0.444,3.3,6.5,0.51,0.574,2.4,2.7,0.87,0.6,3.6,4.2,3.7,0.7,0.3,1.5,1.6,14.9,6MOY-1,brogdma01
436,Malcolm Hill,27.0,CHI,SF,5.0,0.0,1.8,0.4,0.8,0.5,0.2,0.6,0.333,0.2,0.2,1.0,0.625,0.0,0.0,,0.0,0.6,0.6,0.0,0.0,0.0,0.0,0.2,1.0,,hillma01
