Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Player-additional
476,Mike Conley,35.0,UTA,PG,43.0,42.0,1276.0,13.9,0.552,0.568,0.256,1.5,7.5,4.5,34.0,1.6,0.7,15.1,16.1,2.2,0.8,3.0,0.113,0.7,-0.5,0.2,0.7,,conlemi01
477,Mike Conley,35.0,MIN,PG,24.0,24.0,753.0,16.1,0.631,0.587,0.311,2.4,8.6,5.6,21.5,1.8,0.5,9.8,16.8,1.8,0.7,2.5,0.158,1.5,0.6,2.0,0.7,,conlemi01
478,Mike Muscala,31.0,BOS,C,20.0,4.0,323.0,11.6,0.623,0.73,0.146,4.8,18.0,11.5,5.0,0.6,1.3,8.7,14.0,0.4,0.4,0.8,0.116,-1.5,0.1,-1.4,0.1,,muscami01
479,Mike Muscala,31.0,OKC,C,43.0,5.0,622.0,13.8,0.602,0.7,0.192,3.9,19.7,11.6,8.2,0.8,2.8,6.0,15.7,1.0,0.7,1.7,0.134,0.3,-0.1,0.1,0.3,,muscami01
480,Mike Muscala,31.0,2TM,C,63.0,9.0,945.0,13.0,0.608,0.709,0.178,4.2,19.1,11.6,7.1,0.8,2.3,6.8,15.1,1.4,1.1,2.5,0.128,-0.3,-0.1,-0.4,0.4,,muscami01
481,Miles McBride,22.0,NYK,PG,64.0,2.0,760.0,8.4,0.475,0.623,0.195,1.9,5.4,3.6,12.4,2.4,1.0,9.7,14.6,0.0,0.7,0.7,0.047,-3.6,1.4,-2.3,-0.1,,mcbrimi01
482,Mitchell Robinson,24.0,NYK,C,59.0,58.0,1591.0,18.9,0.652,0.0,0.436,18.4,20.0,19.2,4.5,1.7,6.5,10.9,10.1,4.0,2.6,6.5,0.197,1.0,1.4,2.4,1.7,,robinmi01
483,Mo Bamba,24.0,2TM,C,49.0,7.0,769.0,15.7,0.602,0.515,0.257,8.5,24.2,16.4,8.7,0.8,5.3,10.1,16.6,1.1,1.1,2.2,0.139,-0.2,0.7,0.5,0.5,,bambamo01
484,Mo Bamba,24.0,ORL,C,40.0,6.0,681.0,16.3,0.613,0.505,0.238,7.8,22.8,15.3,9.0,0.9,5.4,8.5,16.3,1.2,0.9,2.1,0.15,0.4,0.9,1.3,0.6,,bambamo01
485,Mo Bamba,24.0,LAL,C,9.0,1.0,88.0,11.4,0.518,0.593,0.407,13.9,35.3,24.9,6.0,0.5,4.8,20.1,19.1,-0.1,0.2,0.1,0.054,-5.3,-0.2,-5.5,-0.1,,bambamo01
486,Monte Morris,27.0,WAS,PG,62.0,61.0,1695.0,15.0,0.579,0.396,0.15,1.8,11.6,6.9,26.4,1.2,0.6,9.9,15.6,3.1,1.1,4.2,0.12,0.8,-0.4,0.5,1.1,,morrimo01
487,Montrezl Harrell,29.0,PHI,C,57.0,7.0,681.0,17.6,0.631,0.029,0.483,11.8,15.7,13.8,7.4,1.2,3.4,12.1,18.9,1.3,0.8,2.2,0.153,-0.9,-0.4,-1.3,0.1,,harremo01
488,Moritz Wagner,25.0,ORL,C,57.0,18.0,1109.0,17.4,0.63,0.412,0.46,7.0,19.4,13.2,11.5,1.6,1.1,12.5,21.1,2.1,1.3,3.4,0.149,0.4,0.2,0.6,0.7,,wagnemo01
489,Moses Brown,23.0,BRK,C,2.0,0.0,6.0,-2.6,,,,0.0,0.0,0.0,0.0,8.1,0.0,100.0,7.4,0.0,0.0,0.0,-0.129,-12.7,2.8,-9.9,0.0,,brownmo01
490,Moses Brown,23.0,LAC,C,34.0,1.0,288.0,22.7,0.607,0.0,0.75,22.4,31.5,27.0,2.2,0.5,4.3,9.9,21.5,0.7,0.4,1.1,0.185,0.9,-1.3,-0.4,0.1,,brownmo01
491,Moses Brown,23.0,2TM,C,36.0,1.0,294.0,22.2,0.607,0.0,0.75,22.0,30.9,26.5,2.1,0.7,4.2,10.5,21.2,0.7,0.4,1.1,0.179,0.6,-1.2,-0.6,0.1,,brownmo01
492,Moses Moody,20.0,GSW,SG,63.0,3.0,817.0,10.3,0.603,0.595,0.233,3.8,10.2,7.1,8.2,1.0,0.8,12.0,14.6,0.7,0.6,1.3,0.076,-1.7,-0.9,-2.6,-0.1,,moodymo01
493,Moussa Diabaté,21.0,LAC,C,22.0,1.0,195.0,14.2,0.546,0.043,0.34,18.0,10.8,14.4,2.8,1.8,3.6,14.3,14.1,0.2,0.2,0.4,0.105,-1.9,-0.8,-2.8,0.0,,diabamo01
494,Myles Turner,26.0,IND,C,62.0,62.0,1825.0,20.0,0.651,0.34,0.377,5.4,22.9,14.2,7.5,0.9,6.6,10.8,22.0,3.4,2.0,5.4,0.142,1.4,0.7,2.1,1.9,,turnemy01
495,Naji Marshall,25.0,NOP,SF,77.0,21.0,1792.0,11.4,0.539,0.382,0.306,3.0,14.6,8.8,14.4,1.5,0.7,13.0,17.8,0.5,2.0,2.5,0.068,-1.9,0.0,-1.9,0.1,,marshna01
496,Nassir Little,22.0,POR,SF,54.0,4.0,976.0,10.2,0.555,0.521,0.152,3.2,13.5,8.3,7.3,1.0,1.8,10.0,16.0,0.2,0.4,0.7,0.032,-1.6,-1.4,-3.0,-0.3,,littlna01
497,Nathan Knight,25.0,MIN,C,38.0,0.0,291.0,14.5,0.655,0.272,0.704,8.6,12.8,10.8,6.1,1.6,1.8,16.5,18.7,0.4,0.3,0.7,0.116,-2.4,-0.8,-3.2,-0.1,,knighna01
498,Naz Reid,23.0,MIN,C,68.0,11.0,1251.0,18.5,0.617,0.376,0.22,6.6,22.8,14.9,9.6,1.6,3.7,12.7,24.8,1.1,1.9,3.0,0.114,0.3,0.8,1.0,1.0,,reidna01
499,Neemias Queta,23.0,SAC,C,5.0,0.0,29.0,17.0,0.607,0.0,0.222,19.8,23.5,21.7,5.0,0.0,6.0,9.2,16.1,0.1,0.0,0.1,0.149,-2.6,-0.8,-3.4,0.0,,quetane01
500,Nerlens Noel,28.0,2TM,C,17.0,4.0,195.0,7.9,0.424,0.056,0.333,5.6,21.0,13.1,6.7,4.0,4.5,23.9,12.0,-0.3,0.3,0.0,0.007,-6.5,2.6,-3.8,-0.1,,noelne01
501,Nerlens Noel,28.0,BRK,C,3.0,1.0,43.0,0.3,0.218,0.0,0.333,8.0,15.3,11.8,8.3,3.4,2.0,42.1,12.2,-0.2,0.1,-0.1,-0.112,-11.3,1.0,-10.3,-0.1,,noelne01
502,Nerlens Noel,28.0,DET,C,14.0,3.0,152.0,10.0,0.465,0.067,0.333,5.0,22.6,13.5,6.2,4.1,5.2,18.9,11.9,-0.1,0.3,0.1,0.04,-5.1,3.1,-2.0,0.0,,noelne01
503,Nic Claxton,23.0,BRK,C,76.0,76.0,2271.0,20.8,0.691,0.003,0.419,9.3,25.1,17.4,9.3,1.4,7.1,12.1,15.4,5.2,4.0,9.2,0.195,0.9,2.2,3.1,2.9,DPOY-9,claxtni01
504,Nick Richards,25.0,CHO,C,65.0,9.0,1217.0,18.3,0.676,0.003,0.585,12.6,24.0,18.2,4.5,0.4,5.1,13.0,15.6,2.7,1.5,4.2,0.165,-1.0,-0.2,-1.3,0.2,,richani01
505,Nickeil Alexander-Walker,24.0,MIN,SG,23.0,0.0,356.0,9.6,0.503,0.576,0.168,2.2,10.8,6.6,12.0,1.1,1.7,6.9,17.3,0.0,0.3,0.3,0.044,-2.5,-0.5,-3.0,-0.1,,alexani01
506,Nickeil Alexander-Walker,24.0,2TM,SG,59.0,3.0,884.0,11.6,0.565,0.539,0.203,1.9,10.5,6.3,16.7,1.7,2.0,14.6,17.9,0.3,0.8,1.1,0.062,-1.4,0.4,-0.9,0.2,,alexani01
507,Nickeil Alexander-Walker,24.0,UTA,SG,36.0,3.0,528.0,13.0,0.609,0.512,0.229,1.7,10.3,6.0,19.9,2.2,2.2,19.4,18.4,0.3,0.5,0.8,0.074,-0.6,1.1,0.5,0.3,,alexani01
508,Nicolas Batum,34.0,LAC,PF,78.0,19.0,1709.0,11.0,0.594,0.832,0.126,4.1,15.4,9.8,9.4,1.5,2.3,11.1,11.5,1.7,1.9,3.6,0.101,-0.8,1.2,0.5,1.0,,batumni01
509,Nikola Jokić,27.0,DEN,C,69.0,69.0,2323.0,31.5,0.701,0.146,0.406,8.5,31.3,20.2,46.6,1.8,1.8,17.0,27.2,11.2,3.8,14.9,0.308,8.5,4.5,13.0,8.8,MVP-2CPOY-13ASNBA2,jokicni01
510,Nikola Jović,19.0,MIA,PF,15.0,8.0,204.0,10.6,0.53,0.507,0.275,5.0,13.1,8.9,7.3,1.7,1.0,11.4,19.0,0.0,0.2,0.2,0.053,-3.4,0.0,-3.4,-0.1,,jovicni01
511,Nikola Vučević,32.0,CHI,C,82.0,82.0,2746.0,19.1,0.594,0.302,0.138,6.7,30.2,18.6,14.6,1.1,2.0,10.2,21.9,3.9,4.4,8.3,0.145,1.9,0.7,2.7,3.2,,vucevni01
512,Noah Vonleh,27.0,BOS,C,23.0,1.0,171.0,5.9,0.502,0.167,0.083,11.7,18.8,15.3,5.1,0.6,4.0,30.7,9.2,0.0,0.3,0.2,0.06,-7.0,0.7,-6.3,-0.2,,vonleno01
513,Norman Powell,29.0,LAC,SG,60.0,8.0,1567.0,17.1,0.612,0.404,0.39,1.7,10.7,6.3,11.0,1.6,1.0,10.8,26.0,2.1,1.4,3.5,0.107,0.9,-0.7,0.3,0.9,6MOY-4,powelno01
514,OG Anunoby,25.0,TOR,SF,67.0,67.0,2386.0,14.6,0.586,0.415,0.189,4.2,12.1,7.9,8.0,2.7,2.0,12.1,19.5,1.8,2.9,4.7,0.094,-0.3,0.7,0.4,1.5,DPOY-7,anunoog01
515,Obi Toppin,24.0,NYK,PF,67.0,5.0,1050.0,13.6,0.565,0.589,0.112,3.0,16.6,9.8,9.2,1.1,1.1,8.0,19.5,1.1,1.0,2.1,0.095,0.3,-0.8,-0.5,0.4,,toppiob01
516,Ochai Agbaji,22.0,UTA,SG,59.0,22.0,1209.0,9.5,0.561,0.591,0.179,3.9,6.9,5.4,7.5,0.6,1.0,9.0,15.8,0.9,0.4,1.3,0.053,-1.7,-1.4,-3.0,-0.3,,agbajoc01
517,Olivier Sarr,23.0,OKC,C,9.0,1.0,114.0,11.5,0.544,0.267,0.233,11.1,18.2,14.6,4.6,0.4,4.1,10.8,13.6,0.1,0.1,0.2,0.094,-4.2,-0.7,-4.9,-0.1,,sarrol01
518,Omer Yurtseven,24.0,MIA,C,9.0,0.0,83.0,16.7,0.675,0.259,0.222,10.9,21.9,16.2,3.9,1.2,2.5,11.9,18.0,0.2,0.1,0.3,0.159,-2.5,-1.5,-3.9,0.0,,yurtsom01
519,Onyeka Okongwu,22.0,ATL,C,80.0,18.0,1849.0,19.4,0.678,0.026,0.394,12.7,21.5,17.0,5.8,1.4,4.9,12.2,15.1,4.7,2.4,7.1,0.185,0.0,0.8,0.8,1.3,,okongon01
520,Orlando Robinson,22.0,MIA,C,31.0,1.0,425.0,13.4,0.565,0.067,0.348,12.8,22.3,17.4,8.4,1.4,2.9,13.5,12.4,0.5,0.6,1.1,0.129,-2.7,0.7,-2.1,0.0,,robinor01
521,Oshae Brissett,24.0,IND,PF,65.0,2.0,1083.0,10.6,0.52,0.486,0.455,6.4,16.0,11.2,5.4,1.4,1.0,8.2,16.1,0.4,0.7,1.1,0.05,-2.0,-1.2,-3.2,-0.3,,brissos01
522,Otto Porter Jr.,29.0,TOR,SF,8.0,2.0,146.0,14.0,0.656,0.567,0.267,4.3,10.9,7.4,7.2,3.7,0.0,10.7,11.0,0.2,0.2,0.4,0.142,-1.3,2.0,0.7,0.1,,porteot01
523,Ousmane Dieng,19.0,OKC,PF,39.0,1.0,569.0,9.3,0.505,0.541,0.127,3.5,16.5,9.9,10.7,1.2,1.1,12.0,15.9,-0.1,0.6,0.4,0.038,-3.1,-0.5,-3.6,-0.2,,diengou01
524,P.J. Tucker,37.0,PHI,PF,75.0,75.0,1920.0,5.7,0.566,0.622,0.102,5.9,12.1,9.1,3.9,1.0,0.7,15.8,6.5,0.9,1.7,2.5,0.064,-3.2,0.2,-3.0,-0.5,,tuckepj01
525,P.J. Washington,24.0,CHO,PF,73.0,73.0,2380.0,12.9,0.542,0.438,0.178,3.2,13.0,8.0,11.0,1.3,2.9,9.4,20.6,0.4,2.2,2.6,0.052,-1.0,-0.3,-1.3,0.4,,washipj01
526,PJ Dozier,26.0,SAC,SF,16.0,0.0,79.0,5.2,0.333,0.485,0.0,1.5,18.7,10.1,16.3,3.6,1.1,13.2,20.6,-0.3,0.1,-0.2,-0.097,-8.6,0.7,-7.8,-0.1,,doziepj01
527,Paolo Banchero,20.0,ORL,PF,72.0,72.0,2430.0,14.9,0.529,0.254,0.476,3.9,19.3,11.6,17.2,1.2,1.5,12.8,27.5,-0.3,2.6,2.4,0.047,-0.7,-0.7,-1.5,0.3,ROY-1,banchpa01
528,Pascal Siakam,28.0,TOR,PF,71.0,71.0,2652.0,20.3,0.565,0.219,0.361,5.2,19.6,11.9,24.9,1.2,1.3,10.0,27.2,5.2,2.6,7.8,0.141,3.3,-0.1,3.1,3.4,AS,siakapa01
529,Pat Connaughton,30.0,MIL,SF,61.0,33.0,1443.0,10.0,0.531,0.765,0.097,3.8,16.2,10.2,6.9,1.2,0.6,7.0,13.8,0.7,1.8,2.5,0.085,-1.3,0.3,-1.0,0.3,,connapa01
530,Patrick Baldwin Jr.,20.0,GSW,SF,31.0,0.0,226.0,11.3,0.546,0.771,0.055,0.5,18.6,9.7,6.9,1.3,1.6,9.0,22.8,-0.1,0.3,0.1,0.029,-0.7,-1.4,-2.1,0.0,,baldwpa01
531,Patrick Beverley,34.0,LAL,SG,45.0,45.0,1211.0,8.3,0.548,0.656,0.207,2.2,9.9,6.2,12.1,1.6,1.7,13.8,10.6,0.5,1.3,1.8,0.071,-3.2,1.4,-1.8,0.1,,beverpa01
532,Patrick Beverley,34.0,CHI,PG,22.0,22.0,605.0,10.1,0.506,0.681,0.126,3.8,16.0,10.0,15.7,1.9,2.6,12.5,10.5,0.3,0.9,1.2,0.096,-2.4,2.2,-0.2,0.3,,beverpa01
533,Patrick Beverley,34.0,2TM,PG,67.0,67.0,1816.0,8.9,0.534,0.664,0.181,2.7,12.0,7.5,13.3,1.7,2.0,13.4,10.6,0.8,2.1,3.0,0.079,-2.9,1.7,-1.2,0.3,,beverpa01
534,Patrick Williams,21.0,CHI,PF,82.0,65.0,2323.0,11.2,0.576,0.409,0.155,3.9,12.0,8.0,5.8,1.5,2.9,12.3,15.7,0.5,3.0,3.5,0.072,-1.7,0.4,-1.3,0.4,,willipa01
535,Patty Mills,34.0,BRK,PG,40.0,2.0,567.0,10.6,0.554,0.641,0.144,1.6,7.0,4.4,13.9,1.3,0.5,11.9,19.7,0.0,0.4,0.4,0.035,-1.4,-1.7,-3.1,-0.2,,millspa02
536,Paul George,32.0,LAC,SF,56.0,56.0,1939.0,19.6,0.588,0.424,0.293,2.6,17.0,9.9,24.2,2.1,0.9,13.4,29.5,2.3,2.3,4.6,0.114,2.4,0.3,2.8,2.3,AS,georgpa01
537,Paul Reed,23.0,PHI,C,69.0,2.0,755.0,19.2,0.62,0.029,0.244,17.8,23.1,20.5,5.3,3.0,6.3,16.3,16.4,1.2,1.6,2.8,0.18,-1.6,1.5,-0.1,0.4,,reedpa01
538,Payton Pritchard,25.0,BOS,PG,48.0,3.0,643.0,10.3,0.536,0.629,0.065,4.3,10.5,7.5,14.0,1.1,0.1,13.7,19.8,-0.1,0.7,0.6,0.045,-2.1,-1.2,-3.4,-0.2,,pritcpa01
539,Peyton Watson,20.0,DEN,SG,23.0,2.0,186.0,12.8,0.553,0.237,0.339,5.1,17.4,11.4,7.9,0.5,5.2,10.6,17.7,0.1,0.2,0.3,0.073,-2.7,-0.1,-2.8,0.0,,watsope01
540,Precious Achiuwa,23.0,TOR,C,55.0,12.0,1140.0,15.2,0.554,0.267,0.307,9.3,24.4,16.3,6.3,1.3,2.6,11.4,19.4,0.8,1.4,2.2,0.093,-1.4,-0.8,-2.3,-0.1,,achiupr01
541,Quentin Grimes,22.0,NYK,SG,71.0,66.0,2121.0,11.7,0.619,0.676,0.163,2.5,9.4,5.9,9.7,1.1,1.2,9.7,14.4,3.2,1.6,4.8,0.108,-0.3,0.1,-0.1,1.0,,grimequ01
542,Quenton Jackson,24.0,WAS,PG,9.0,0.0,135.0,12.2,0.542,0.286,0.524,1.7,4.8,3.3,15.1,1.4,0.6,7.2,17.9,0.1,0.1,0.2,0.078,-3.7,-1.5,-5.1,-0.1,,jacksqu01
543,R.J. Hampton,21.0,ORL,SG,26.0,0.0,361.0,12.5,0.572,0.465,0.325,2.8,9.4,6.1,13.4,2.1,1.1,13.9,18.0,0.2,0.4,0.6,0.077,-1.5,0.3,-1.2,0.1,,hamptrj01
544,R.J. Hampton,21.0,2TM,SG,47.0,3.0,750.0,10.8,0.558,0.489,0.321,2.6,10.5,6.5,10.4,1.7,1.1,13.4,17.8,0.1,0.5,0.7,0.042,-2.3,-0.6,-2.9,-0.2,,hamptrj01
545,R.J. Hampton,21.0,DET,SG,21.0,3.0,389.0,9.3,0.546,0.512,0.317,2.5,11.5,6.8,7.5,1.4,1.1,13.0,17.6,-0.1,0.2,0.1,0.01,-3.0,-1.4,-4.4,-0.2,,hamptrj01
546,RJ Barrett,22.0,NYK,SG,73.0,73.0,2475.0,12.9,0.531,0.332,0.333,2.7,13.7,8.2,12.4,0.6,0.6,10.8,26.2,0.5,1.8,2.2,0.043,-1.2,-1.9,-3.1,-0.7,,barrerj01
547,RaiQuan Gray,23.0,BRK,PF,1.0,0.0,35.0,15.5,0.621,0.417,0.167,9.9,18.8,14.4,29.0,0.0,2.4,23.7,21.4,0.0,0.0,0.1,0.106,-0.6,-1.4,-2.0,0.0,,grayra01
548,Raul Neto,30.0,CLE,PG,48.0,1.0,505.0,12.6,0.628,0.382,0.309,2.3,8.4,5.4,21.0,1.7,0.7,16.1,13.2,0.8,0.6,1.5,0.142,-1.7,1.5,-0.2,0.2,,netora01
549,Reggie Bullock,31.0,DAL,SF,78.0,55.0,2364.0,7.7,0.577,0.845,0.079,1.6,12.5,7.0,6.2,1.1,0.5,6.9,10.0,1.3,1.4,2.8,0.056,-2.3,-0.3,-2.6,-0.4,,bullore01
550,Reggie Jackson,32.0,LAC,PG,52.0,38.0,1338.0,10.3,0.523,0.43,0.129,1.9,7.8,4.9,19.8,1.4,0.3,15.1,20.8,-0.4,1.0,0.6,0.02,-2.6,-1.0,-3.7,-0.6,,jacksre01
551,Reggie Jackson,32.0,DEN,PG,16.0,2.0,319.0,9.0,0.476,0.531,0.094,1.1,8.8,5.0,20.9,1.4,0.3,12.5,20.8,-0.2,0.2,0.1,0.008,-3.8,-1.3,-5.1,-0.3,,jacksre01
552,Reggie Jackson,32.0,2TM,PG,68.0,40.0,1657.0,10.0,0.514,0.45,0.122,1.7,8.0,4.9,20.0,1.4,0.3,14.6,20.8,-0.6,1.2,0.6,0.018,-2.9,-1.1,-3.9,-0.8,,jacksre01
553,Richaun Holmes,29.0,SAC,C,42.0,1.0,348.0,12.9,0.668,0.09,0.213,9.6,16.6,13.1,3.5,0.4,2.8,12.6,13.7,0.6,0.3,0.8,0.113,-2.0,-0.9,-2.9,-0.1,,holmeri01
554,Ricky Rubio,32.0,CLE,PG,33.0,2.0,566.0,10.4,0.442,0.461,0.197,1.9,12.7,7.3,27.1,2.3,1.0,13.8,17.7,-0.2,0.9,0.7,0.062,-3.8,1.1,-2.8,-0.1,,rubiori01
555,Robert Covington,32.0,LAC,PF,48.0,0.0,779.0,14.2,0.584,0.594,0.175,4.5,19.2,11.9,10.2,2.4,3.7,11.5,15.6,0.7,1.2,1.9,0.117,-0.5,2.1,1.7,0.7,,covinro01
556,Robert Williams,25.0,BOS,C,35.0,20.0,824.0,19.8,0.742,0.006,0.241,14.0,24.5,19.3,8.5,1.3,5.0,15.3,11.8,2.3,1.6,3.8,0.224,1.0,2.4,3.3,1.1,,williro04
557,Robin Lopez,34.0,CLE,C,37.0,2.0,299.0,11.6,0.675,0.053,0.24,9.1,11.0,10.0,9.1,0.3,2.5,23.2,16.1,0.2,0.3,0.6,0.094,-3.4,0.3,-3.0,-0.1,,lopezro01
558,Rodney McGruder,31.0,DET,SG,32.0,12.0,524.0,10.7,0.566,0.638,0.145,4.1,11.8,7.8,7.6,1.5,0.2,6.4,14.0,0.5,0.2,0.7,0.068,-0.8,-0.7,-1.5,0.1,,mcgruro01
559,Romeo Langford,23.0,SAS,SG,43.0,21.0,844.0,10.4,0.524,0.236,0.216,7.1,7.7,7.4,7.9,1.3,1.3,9.6,15.4,0.3,0.2,0.5,0.029,-2.6,-1.5,-4.2,-0.5,,langfro01
560,Ron Harper Jr.,22.0,TOR,PF,9.0,0.0,48.0,15.7,0.608,0.563,0.063,6.6,10.2,8.3,11.9,0.0,2.0,0.0,14.6,0.1,0.0,0.2,0.158,2.4,-1.2,1.2,0.0,,harpero02
561,Royce O'Neale,29.0,BRK,SF,76.0,53.0,2409.0,9.2,0.538,0.707,0.116,2.6,15.0,9.0,15.3,1.3,1.7,15.5,13.6,0.4,2.5,2.9,0.057,-1.7,0.6,-1.1,0.5,,onealro01
562,Rudy Gay,36.0,UTA,PF,56.0,0.0,816.0,9.0,0.475,0.453,0.171,4.4,17.0,10.8,9.4,1.1,1.9,10.7,17.7,-0.4,0.7,0.3,0.018,-3.6,-0.4,-4.0,-0.4,,gayru01
563,Rudy Gobert,30.0,MIN,C,70.0,70.0,2148.0,18.9,0.675,0.005,0.623,12.2,29.8,21.2,5.6,1.2,3.9,14.9,16.3,4.3,3.5,7.8,0.174,0.0,0.7,0.7,1.4,,goberru01
564,Rui Hachimura,24.0,LAL,PF,33.0,9.0,738.0,12.7,0.553,0.273,0.235,5.1,17.0,11.2,4.4,0.5,1.6,5.6,17.4,0.5,0.7,1.2,0.081,-1.4,-0.5,-1.9,0.0,,hachiru01
565,Rui Hachimura,24.0,2TM,PF,63.0,9.0,1466.0,13.2,0.556,0.274,0.204,4.1,16.5,10.5,5.8,0.6,1.5,7.7,20.2,0.6,1.3,1.8,0.06,-1.3,-1.0,-2.2,-0.1,,hachiru01
566,Rui Hachimura,24.0,WAS,PF,30.0,0.0,728.0,13.6,0.558,0.275,0.179,3.0,16.0,9.8,7.3,0.7,1.4,9.3,23.0,0.0,0.5,0.6,0.038,-1.2,-1.4,-2.6,-0.1,,hachiru01
567,Russell Westbrook,34.0,LAL,PG,52.0,3.0,1491.0,15.3,0.496,0.292,0.326,4.4,18.2,11.5,38.5,1.7,1.3,18.1,28.8,-1.2,1.9,0.7,0.023,-0.2,0.1,-0.1,0.7,,westbru01
568,Russell Westbrook,34.0,2TM,PG,73.0,24.0,2126.0,16.1,0.513,0.289,0.317,4.7,16.5,10.8,38.6,1.7,1.3,18.4,27.7,-0.6,2.6,1.9,0.044,0.3,-0.1,0.2,1.2,6MOY-9,westbru01
569,Russell Westbrook,34.0,LAC,PG,21.0,21.0,635.0,17.8,0.562,0.279,0.29,5.4,12.6,9.0,38.9,1.8,1.4,19.4,25.2,0.6,0.7,1.2,0.092,1.6,-0.8,0.8,0.5,,westbru01
570,Ryan Arcidiacono,28.0,NYK,PG,11.0,0.0,26.0,3.1,0.3,0.6,0.0,0.0,17.0,8.4,9.3,3.8,0.0,16.7,9.9,0.0,0.0,0.0,-0.012,-8.9,3.8,-5.1,0.0,,arcidry01
571,Ryan Arcidiacono,28.0,POR,PG,9.0,4.0,146.0,2.6,0.359,0.625,0.0,0.0,8.7,4.3,18.3,1.0,0.0,15.8,11.3,-0.2,0.0,-0.1,-0.049,-7.0,-2.4,-9.4,-0.3,,arcidry01
572,Ryan Arcidiacono,28.0,2TM,PG,20.0,4.0,172.0,2.7,0.351,0.622,0.0,0.0,10.0,5.0,16.9,1.4,0.0,15.9,11.1,-0.2,0.1,-0.2,-0.043,-7.3,-1.5,-8.8,-0.3,,arcidry01
573,Ryan Rollins,20.0,GSW,PG,12.0,0.0,62.0,-1.4,0.508,0.45,0.3,5.4,15.7,10.6,12.4,0.8,1.4,41.4,26.1,-0.3,0.1,-0.3,-0.218,-11.3,-3.7,-15.0,-0.2,,rolliry01
574,Saben Lee,23.0,PHO,PG,23.0,1.0,363.0,13.1,0.51,0.248,0.487,3.9,10.0,6.9,24.0,2.4,0.2,12.9,19.1,0.3,0.4,0.7,0.093,-2.7,0.9,-1.8,0.0,,leesa01
575,Saben Lee,23.0,2TM,PG,25.0,1.0,373.0,13.1,0.517,0.248,0.471,3.8,9.7,6.7,24.3,2.5,0.2,14.1,19.5,0.2,0.4,0.7,0.088,-2.7,0.9,-1.8,0.0,,leesa01
576,Saben Lee,23.0,PHI,PG,2.0,0.0,10.0,12.8,0.75,0.25,0.0,0.0,0.0,0.0,36.9,5.0,0.0,42.9,31.3,0.0,0.0,0.0,-0.096,-3.7,-0.6,-4.3,0.0,,leesa01
577,Saddiq Bey,23.0,ATL,SF,25.0,7.0,629.0,15.2,0.599,0.543,0.126,6.7,14.3,10.4,7.2,1.5,0.1,6.5,17.4,1.1,0.5,1.6,0.119,1.7,-1.2,0.5,0.4,,beysa01
578,Saddiq Bey,23.0,DET,SF,52.0,30.0,1500.0,14.3,0.552,0.483,0.345,4.2,13.9,8.9,8.5,1.6,0.7,7.2,21.3,1.5,0.8,2.3,0.074,0.5,-1.1,-0.7,0.5,,beysa01
579,Saddiq Bey,23.0,2TM,SF,77.0,37.0,2129.0,14.6,0.564,0.5,0.285,5.0,14.0,9.4,8.1,1.6,0.5,7.0,20.2,2.6,1.2,3.9,0.087,0.9,-1.2,-0.3,0.9,,beysa01
580,Sam Hauser,25.0,BOS,SF,80.0,8.0,1290.0,12.7,0.634,0.846,0.043,3.0,14.1,8.6,7.6,1.1,1.4,6.9,14.7,1.8,1.6,3.4,0.128,0.6,0.4,1.0,1.0,,hausesa01
581,Sam Merrill,26.0,CLE,SG,5.0,0.0,59.0,15.5,0.546,0.818,0.091,0.0,18.0,9.0,12.0,3.4,0.0,0.0,17.3,0.1,0.1,0.2,0.16,-1.2,2.5,1.2,0.0,,merrisa01
582,Sandro Mamukelashvili,23.0,2TM,C,43.0,7.0,660.0,13.4,0.516,0.43,0.248,11.2,19.0,15.1,12.8,1.0,1.5,12.1,18.2,0.4,0.5,0.9,0.063,-1.1,-1.3,-2.4,-0.1,,mamuksa01
583,Sandro Mamukelashvili,23.0,SAS,C,19.0,7.0,443.0,15.9,0.545,0.39,0.227,12.3,19.7,15.9,14.6,1.1,1.3,12.1,20.1,0.4,0.2,0.6,0.07,0.3,-2.1,-1.8,0.0,,mamuksa01
584,Sandro Mamukelashvili,23.0,MIL,C,24.0,0.0,217.0,8.5,0.432,0.552,0.31,9.0,17.6,13.4,9.3,0.9,1.9,12.0,14.5,-0.1,0.3,0.2,0.049,-4.0,0.4,-3.6,-0.1,,mamuksa01
585,Santi Aldama,22.0,MEM,PF,77.0,20.0,1682.0,13.9,0.591,0.507,0.274,5.4,18.0,11.7,7.6,1.3,2.6,9.3,16.0,2.1,2.4,4.6,0.13,-0.3,0.8,0.5,1.1,,aldamsa01
586,Scottie Barnes,21.0,TOR,SF,77.0,76.0,2678.0,15.5,0.524,0.22,0.242,7.1,15.2,10.8,20.0,1.5,2.2,12.0,20.3,2.3,2.7,5.0,0.09,0.5,-0.1,0.4,1.6,,barnesc01
587,Scotty Pippen Jr.,22.0,LAL,PG,6.0,0.0,32.0,9.6,0.439,0.25,0.75,6.9,6.5,6.7,8.2,3.0,2.6,11.1,23.7,-0.1,0.0,0.0,-0.017,-5.1,-0.8,-5.9,0.0,,pippesc02
